,Entity,Code,Year,"Child mortality rate (per 1,000 live births) (per 1,000 live births)", (2010 int-$),Unnamed: 5
9781,Ireland,IRL,1974,20.6,796.9092,3134031.0
9782,Ireland,IRL,1975,20.0,839.4058,3183759.0
9783,Ireland,IRL,1976,19.1,818.3842,3233907.0
9784,Ireland,IRL,1977,18.1,832.657,3284081.0
9785,Ireland,IRL,1978,16.9,926.5445,3332644.0
9786,Ireland,IRL,1979,15.5,991.5204,3377699.0
9787,Ireland,IRL,1980,14.3,1114.6872,3417798.0
9788,Ireland,IRL,1981,13.2,1076.802,3452589.0
9789,Ireland,IRL,1982,12.4,1068.9027,3482073.0
9790,Ireland,IRL,1983,11.7,1062.5368,3505714.0
9791,Ireland,IRL,1984,11.1,1076.9617,3523059.0
9792,Ireland,IRL,1985,10.7,1111.1945,3534103.0
9793,Ireland,IRL,1986,10.4,1090.8688,3538519.0
9794,Ireland,IRL,1987,10.2,1091.6078,3537244.0
9795,Ireland,IRL,1988,9.9,1097.7704,3533181.0
9796,Ireland,IRL,1989,9.6,1094.6361,3530188.0
9797,Ireland,IRL,1990,9.2,1155.6888,3531219.0
9798,Ireland,IRL,1991,8.6,1265.4578,3537626.0
9799,Ireland,IRL,1992,8.1,1354.83,3549302.0
9800,Ireland,IRL,1993,7.7,1395.2998,3565952.0
9801,Ireland,IRL,1994,7.4,1446.3336,3586685.0
9802,Ireland,IRL,1995,7.3,1535.2678,3610958.0
9803,Ireland,IRL,1996,7.3,1617.2544,3638457.0
9804,Ireland,IRL,1997,7.3,1755.6332,3669860.0
9805,Ireland,IRL,1998,7.3,1824.7354,3706687.0
9806,Ireland,IRL,1999,7.3,1981.8331,3750945.0
9807,Ireland,IRL,2000,7.2,2277.413,3803780.0
9808,Ireland,IRL,2001,6.9,2571.5499,3865820.0
9809,Ireland,IRL,2002,6.5,2792.6566,3935781.0
9810,Ireland,IRL,2003,6.0,2991.0384,4010506.0
9811,Ireland,IRL,2004,5.6,3165.1088,4085676.0
9812,Ireland,IRL,2005,5.2,3490.7445,4158042.0
9813,Ireland,IRL,2006,4.8,3545.7522,4226428.0
9814,Ireland,IRL,2007,4.6,3776.9736,4291258.0
9815,Ireland,IRL,2008,4.4,4225.5888,4352866.0
9816,Ireland,IRL,2009,4.3,4560.1121,4412181.0
9817,Ireland,IRL,2010,4.2,4585.4044,4469900.0
9818,Ireland,IRL,2011,4.1,4370.0642,4525802.0
9819,Ireland,IRL,2012,4.0,4467.5385,4579498.0
9820,Ireland,IRL,2013,3.9,4676.9454,4631391.0
9975,Israel,ISR,1975,26.2,687.5623,3336984.0
9976,Israel,ISR,1976,23.7,773.9488,3428067.0
9977,Israel,ISR,1977,21.8,862.3993,3514143.0
9978,Israel,ISR,1978,20.2,978.0838,3595324.0
9979,Israel,ISR,1979,19.0,1099.545,3672295.0
9980,Israel,ISR,1980,18.1,1106.423,3745797.0
9981,Israel,ISR,1981,17.3,1109.3591,3816400.0
9982,Israel,ISR,1982,16.6,1121.3554,3884594.0
9983,Israel,ISR,1983,15.9,1213.6878,3951159.0
9984,Israel,ISR,1984,15.2,1463.6916,4017024.0
9985,Israel,ISR,1985,14.4,1114.3894,4083495.0
9986,Israel,ISR,1986,13.7,1064.7676,4149457.0
9987,Israel,ISR,1987,13.1,1140.0856,4216475.0
9988,Israel,ISR,1988,12.5,1198.6498,4291626.0
9989,Israel,ISR,1989,12.1,1272.1907,4384139.0
9990,Israel,ISR,1990,11.6,1244.5814,4499949.0
9991,Israel,ISR,1991,11.1,1203.9738,4642324.0
9992,Israel,ISR,1992,10.5,1305.82,4807603.0
9993,Israel,ISR,1993,9.8,1358.864,4986162.0
9994,Israel,ISR,1994,9.2,1524.3042,5164345.0
9995,Israel,ISR,1995,8.7,1540.9732,5332079.0
9996,Israel,ISR,1996,8.2,1613.0248,5486774.0
9997,Israel,ISR,1997,7.8,1668.5784,5630785.0
9998,Israel,ISR,1998,7.5,1683.9816,5765115.0
9999,Israel,ISR,1999,7.2,1628.6461,5892366.0
10000,Israel,ISR,2000,6.9,1731.985,6014953.0
10001,Israel,ISR,2001,6.6,1802.3905,6131313.0
10002,Israel,ISR,2002,6.4,1746.3998,6241593.0
10003,Israel,ISR,2003,6.1,1723.6955,6352106.0
10004,Israel,ISR,2004,5.8,1762.0028,6471236.0
10005,Israel,ISR,2005,5.6,1827.5507,6604572.0
10006,Israel,ISR,2006,5.3,1850.0258,6755143.0
10007,Israel,ISR,2007,5.1,1919.0778,6920182.0
10008,Israel,ISR,2008,4.9,1966.125,7092324.0
10009,Israel,ISR,2009,4.7,1966.5113,7260949.0
10010,Israel,ISR,2010,4.6,2025.5808,7418400.0
10011,Israel,ISR,2011,4.4,2085.0105,7562194.0
10012,Israel,ISR,2012,4.2,2138.5689,7694670.0
10013,Israel,ISR,2013,4.1,2259.7685,7818860.0
10188,Italy,ITA,1988,10.4,1892.0396,56824700.0
10189,Italy,ITA,1989,10.0,1950.7967,56824792.0
10190,Italy,ITA,1990,9.7,2094.9595,56832330.0
10191,Italy,ITA,1991,9.3,2196.8754,56856059.0
10192,Italy,ITA,1992,8.9,2173.484,56895154.0
10193,Italy,ITA,1993,8.4,2144.3894,56937520.0
10194,Italy,ITA,1994,8.0,2142.4645,56965197.0
10195,Italy,ITA,1995,7.5,2184.2945,56968039.0
10196,Italy,ITA,1996,7.0,2241.6398,56938342.0
10197,Italy,ITA,1997,6.6,2366.9263,56888300.0
10198,Italy,ITA,1998,6.2,2419.1297,56851522.0
10199,Italy,ITA,1999,5.9,2479.3573,56873677.0
10200,Italy,ITA,2000,5.6,2655.8168,56986329.0
10201,Italy,ITA,2001,5.3,2768.5363,57199219.0
10202,Italy,ITA,2002,5.1,2815.5814,57498867.0
10203,Italy,ITA,2003,4.8,2793.9552,57864332.0
10204,Italy,ITA,2004,4.6,2939.1599,58263782.0
10205,Italy,ITA,2005,4.5,3015.059,58671206.0
10206,Italy,ITA,2006,4.3,3102.4452,59082100.0
10207,Italy,ITA,2007,4.2,3022.4024,59495243.0
10208,Italy,ITA,2008,4.1,3116.1245,59891479.0
10209,Italy,ITA,2009,4.1,3073.9197,60248654.0
10210,Italy,ITA,2010,4.0,3108.2039,60550848.0
10211,Italy,ITA,2011,3.9,3079.2887,60788694.0
10212,Italy,ITA,2012,3.8,2986.9155,60964145.0
10213,Italy,ITA,2013,3.7,2886.7033,61087395.0
10492,Japan,JPN,1970,17.5,623.3711,103710287.0
10493,Japan,JPN,1971,16.5,660.3299,105145914.0
10494,Japan,JPN,1972,15.7,722.6373,106619818.0
10495,Japan,JPN,1973,14.9,749.5743,108089192.0
10496,Japan,JPN,1974,14.1,802.0178,109498615.0
10497,Japan,JPN,1975,13.3,903.0019,110808090.0
10498,Japan,JPN,1976,12.5,929.4517,111996339.0
10499,Japan,JPN,1977,11.8,985.1609,113071149.0
10500,Japan,JPN,1978,11.1,1062.5623,114057650.0
10501,Japan,JPN,1979,10.5,1135.0667,114996088.0
10502,Japan,JPN,1980,9.9,1235.055,115914688.0
10503,Japan,JPN,1981,9.3,1291.5449,116823958.0
10504,Japan,JPN,1982,8.8,1358.6788,117711145.0
10505,Japan,JPN,1983,8.3,1412.5784,118554190.0
10506,Japan,JPN,1984,7.9,1422.3298,119320901.0
10507,Japan,JPN,1985,7.5,1517.8435,119990547.0
10508,Japan,JPN,1986,7.1,1541.7301,120553260.0
10509,Japan,JPN,1987,6.8,1599.8228,121023579.0
10510,Japan,JPN,1988,6.6,1630.6228,121434677.0
10511,Japan,JPN,1989,6.5,1643.1504,121832924.0
10512,Japan,JPN,1990,6.3,1682.9817,122251184.0
10513,Japan,JPN,1991,6.2,1744.4086,122703017.0
10514,Japan,JPN,1992,6.1,1830.072,123177552.0
10515,Japan,JPN,1993,6.0,1910.1008,123653405.0
10516,Japan,JPN,1994,5.9,2003.6661,124097649.0
10517,Japan,JPN,1995,5.7,1963.2829,124486744.0
10518,Japan,JPN,1996,5.5,1969.6699,124814986.0
10519,Japan,JPN,1997,5.2,2073.7872,125091571.0
10520,Japan,JPN,1998,5.0,2114.316,125325617.0
10521,Japan,JPN,1999,4.7,2219.6448,125531619.0
10522,Japan,JPN,2000,4.5,2330.8806,125720310.0
10523,Japan,JPN,2001,4.3,2403.8792,125893623.0
10524,Japan,JPN,2002,4.1,2443.5713,126048366.0
10525,Japan,JPN,2003,4.0,2525.473,126184149.0
10526,Japan,JPN,2004,3.9,2602.057,126299414.0
10527,Japan,JPN,2005,3.7,2692.0869,126392944.0
10528,Japan,JPN,2006,3.6,2743.601,126464789.0
10529,Japan,JPN,2007,3.5,2821.3057,126515486.0
10530,Japan,JPN,2008,3.4,2906.937,126544640.0
10531,Japan,JPN,2009,3.3,3035.3095,126551705.0
10532,Japan,JPN,2010,3.2,3204.9489,126535920.0
10533,Japan,JPN,2011,3.4,3725.9524,126497241.0
10534,Japan,JPN,2012,3.0,3858.7176,126434653.0
10535,Japan,JPN,2013,2.9,3951.9544,126345235.0
11304,Latvia,LVA,1995,19.7,418.2962,2492095.0
11305,Latvia,LVA,1996,19.1,473.0512,2462617.0
11306,Latvia,LVA,1997,18.0,536.5739,2438994.0
11307,Latvia,LVA,1998,16.7,570.6879,2419819.0
11308,Latvia,LVA,1999,15.4,622.1972,2402452.0
11309,Latvia,LVA,2000,14.3,626.0707,2384972.0
11310,Latvia,LVA,2001,13.4,696.9402,2367302.0
11311,Latvia,LVA,2002,12.6,756.3974,2350340.0
11312,Latvia,LVA,2003,11.9,795.6183,2334225.0
11313,Latvia,LVA,2004,11.1,929.6818,2319229.0
11314,Latvia,LVA,2005,10.5,978.9398,2305528.0
11315,Latvia,LVA,2006,9.9,1082.8852,2293080.0
11316,Latvia,LVA,2007,9.3,1207.1463,2281693.0
11317,Latvia,LVA,2008,8.8,1146.5548,2271198.0
11318,Latvia,LVA,2009,8.3,1091.5743,2261380.0
11319,Latvia,LVA,2010,7.8,1071.4247,2252060.0
11320,Latvia,LVA,2011,7.3,1052.3074,2243142.0
11321,Latvia,LVA,2012,6.7,1078.4919,2234572.0
11322,Latvia,LVA,2013,6.1,1116.1671,2226260.0
11905,Luxembourg,LUX,1995,6.4,3316.7824,407522.0
11906,Luxembourg,LUX,1996,6.0,3373.0684,413377.0
11907,Luxembourg,LUX,1997,5.6,3489.2365,419355.0
11908,Luxembourg,LUX,1998,5.3,3712.8361,425216.0
11909,Luxembourg,LUX,1999,5.0,4052.5576,430650.0
11910,Luxembourg,LUX,2000,4.8,4607.0129,435491.0
11911,Luxembourg,LUX,2001,4.5,5120.9327,439509.0
11912,Luxembourg,LUX,2002,4.2,5534.7542,442882.0
11913,Luxembourg,LUX,2003,4.0,5733.3215,446340.0
11914,Luxembourg,LUX,2004,3.8,6206.8898,450888.0
11915,Luxembourg,LUX,2005,3.6,6192.6627,457197.0
11916,Luxembourg,LUX,2006,3.4,6020.6356,465586.0
11917,Luxembourg,LUX,2007,3.3,5982.6009,475714.0
11918,Luxembourg,LUX,2008,3.1,6130.7386,486781.0
11919,Luxembourg,LUX,2009,3.0,6451.6554,497637.0
11920,Luxembourg,LUX,2010,3.0,6401.8972,507448.0
11921,Luxembourg,LUX,2011,2.9,5628.0203,515941.0
11922,Luxembourg,LUX,2012,2.8,5811.1547,523362.0
11923,Luxembourg,LUX,2013,2.8,5787.4369,530018.0
13031,Mexico,MEX,1990,45.4,505.5678,84306602.0
13032,Mexico,MEX,1991,43.3,557.5118,85923799.0
13033,Mexico,MEX,1992,41.1,609.8756,87523328.0
13034,Mexico,MEX,1993,39.1,634.2963,89109703.0
13035,Mexico,MEX,1994,37.2,652.7527,90691331.0
13036,Mexico,MEX,1995,35.3,587.714,92272749.0
13037,Mexico,MEX,1996,33.5,553.3215,93858373.0
13038,Mexico,MEX,1997,31.8,598.4016,95441345.0
13039,Mexico,MEX,1998,30.0,631.4867,97001933.0
13040,Mexico,MEX,1999,28.3,662.6147,98513690.0
13041,Mexico,MEX,2000,26.8,689.5147,99959594.0
13042,Mexico,MEX,2001,25.3,736.5952,101329543.0
13043,Mexico,MEX,2002,23.9,754.4262,102634153.0
13044,Mexico,MEX,2003,22.7,830.7156,103902569.0
13045,Mexico,MEX,2004,21.6,870.4653,105175967.0
13046,Mexico,MEX,2005,20.6,868.577,106483757.0
13047,Mexico,MEX,2006,19.8,869.6953,107835259.0
13048,Mexico,MEX,2007,19.0,902.7412,109220753.0
13049,Mexico,MEX,2008,18.4,891.0721,110627158.0
13050,Mexico,MEX,2009,17.8,900.0231,112033369.0
13051,Mexico,MEX,2010,17.3,911.3509,113423047.0
13052,Mexico,MEX,2011,16.8,895.0437,114793341.0
13053,Mexico,MEX,2012,16.4,947.8146,116146768.0
13054,Mexico,MEX,2013,15.9,965.7668,117478371.0
14194,Netherlands,NLD,1972,14.4,1263.8102,13231426.0
14195,Netherlands,NLD,1973,13.8,1335.5067,13360546.0
14196,Netherlands,NLD,1974,13.3,1429.309,13483746.0
14197,Netherlands,NLD,1975,12.8,1500.9013,13600423.0
14198,Netherlands,NLD,1976,12.4,1544.7651,13710713.0
14199,Netherlands,NLD,1977,12.0,1587.6873,13814863.0
14200,Netherlands,NLD,1978,11.6,1644.9819,13912617.0
14201,Netherlands,NLD,1979,11.2,1708.9465,14003707.0
14202,Netherlands,NLD,1980,10.9,1765.0192,14088274.0
14203,Netherlands,NLD,1981,10.6,1763.385,14166213.0
14204,Netherlands,NLD,1982,10.4,1792.5578,14238594.0
14205,Netherlands,NLD,1983,10.2,1822.6207,14308217.0
14206,Netherlands,NLD,1984,10.0,1796.0595,14378740.0
14207,Netherlands,NLD,1985,9.8,1830.735,14452941.0
14208,Netherlands,NLD,1986,9.5,1896.0149,14531566.0
14209,Netherlands,NLD,1987,9.3,1951.6413,14614382.0
14210,Netherlands,NLD,1988,9.0,1984.4914,14701901.0
14211,Netherlands,NLD,1989,8.7,2111.5755,14794378.0
14212,Netherlands,NLD,1990,8.4,2235.2966,14891719.0
14213,Netherlands,NLD,1991,8.1,2329.3287,14994691.0
14214,Netherlands,NLD,1992,7.7,2419.1975,15102709.0
14215,Netherlands,NLD,1993,7.4,2465.4183,15212612.0
14216,Netherlands,NLD,1994,7.1,2483.7328,15320112.0
14217,Netherlands,NLD,1995,6.9,2517.7319,15422165.0
14218,Netherlands,NLD,1996,6.7,2569.5265,15517122.0
14219,Netherlands,NLD,1997,6.6,2598.2123,15605817.0
14220,Netherlands,NLD,1998,6.4,2726.8316,15690705.0
14221,Netherlands,NLD,1999,6.3,2845.7887,15775532.0
14222,Netherlands,NLD,2000,6.2,2895.4987,15862825.0
14223,Netherlands,NLD,2001,6.1,3094.8154,15953446.0
14224,Netherlands,NLD,2002,5.9,3290.5559,16045935.0
14225,Netherlands,NLD,2003,5.7,3492.0137,16137709.0
14226,Netherlands,NLD,2004,5.5,3577.4411,16225091.0
14227,Netherlands,NLD,2005,5.3,4026.956,16305457.0
14228,Netherlands,NLD,2006,5.1,4114.4114,16377959.0
14229,Netherlands,NLD,2007,4.9,4261.8189,16443483.0
14230,Netherlands,NLD,2008,4.7,4418.9235,16503263.0
14231,Netherlands,NLD,2009,4.6,4549.9608,16559268.0
14232,Netherlands,NLD,2010,4.4,4671.0098,16612988.0
14233,Netherlands,NLD,2011,4.3,4749.1091,16664746.0
14234,Netherlands,NLD,2012,4.2,4850.2599,16714228.0
14235,Netherlands,NLD,2013,4.1,4851.3257,16761552.0
14413,New Zealand,NZL,1970,20.8,964.0011,2819597.0
14414,New Zealand,NZL,1971,20.3,971.3469,2871885.0
14415,New Zealand,NZL,1972,19.8,1010.1016,2930577.0
14416,New Zealand,NZL,1973,19.4,1109.8231,2990130.0
14417,New Zealand,NZL,1974,18.9,1285.533,3042757.0
14418,New Zealand,NZL,1975,18.3,1353.0442,3083108.0
14419,New Zealand,NZL,1976,17.7,1251.9901,3109010.0
14420,New Zealand,NZL,1977,17.1,1253.1327,3122855.0
14421,New Zealand,NZL,1978,16.6,1342.602,3129440.0
14422,New Zealand,NZL,1979,16.1,1273.7866,3135831.0
14423,New Zealand,NZL,1980,15.6,1176.5672,3147183.0
14424,New Zealand,NZL,1981,15.2,1208.6914,3165407.0
14425,New Zealand,NZL,1982,14.8,1240.6746,3189133.0
14426,New Zealand,NZL,1983,14.5,1236.9665,3216318.0
14427,New Zealand,NZL,1984,14.1,1219.59,3243586.0
14428,New Zealand,NZL,1985,13.8,1132.5728,3268709.0
14429,New Zealand,NZL,1986,13.4,1183.0917,3290651.0
14430,New Zealand,NZL,1987,12.9,1246.6725,3310922.0
14431,New Zealand,NZL,1988,12.4,1392.8127,3332798.0
14432,New Zealand,NZL,1989,11.8,1427.2557,3360829.0
14433,New Zealand,NZL,1990,11.2,1511.9218,3397983.0
14434,New Zealand,NZL,1991,10.6,1535.9415,3446005.0
14435,New Zealand,NZL,1992,10.0,1566.8143,3503125.0
14436,New Zealand,NZL,1993,9.5,1581.1303,3564531.0
14437,New Zealand,NZL,1994,9.1,1643.8037,3623421.0
14438,New Zealand,NZL,1995,8.7,1698.1658,3675060.0
14439,New Zealand,NZL,1996,8.4,1712.736,3717342.0
14440,New Zealand,NZL,1997,8.1,1793.7497,3752131.0
14441,New Zealand,NZL,1998,7.8,1901.6718,3783470.0
14442,New Zealand,NZL,1999,7.6,1958.3694,3817367.0
14443,New Zealand,NZL,2000,7.4,2009.2265,3858032.0
14444,New Zealand,NZL,2001,7.2,2103.912,3906830.0
14445,New Zealand,NZL,2002,7.0,2264.4581,3961978.0
14446,New Zealand,NZL,2003,6.9,2268.0002,4020769.0
14447,New Zealand,NZL,2004,6.7,2360.5568,4079130.0
14448,New Zealand,NZL,2005,6.6,2525.4906,4134117.0
14449,New Zealand,NZL,2006,6.5,2670.6987,4184903.0
14450,New Zealand,NZL,2007,6.4,2645.6815,4232461.0
14451,New Zealand,NZL,2008,6.4,2837.608,4277809.0
14452,New Zealand,NZL,2009,6.3,3028.8743,4322628.0
14453,New Zealand,NZL,2010,6.2,3020.3961,4368136.0
14454,New Zealand,NZL,2011,6.1,3047.9186,4414509.0
14455,New Zealand,NZL,2012,6.0,3150.6606,4461257.0
14456,New Zealand,NZL,2013,5.9,3084.7375,4508166.0
15126,Norway,NOR,1970,16.2,846.9044,3877383.0
15127,Norway,NOR,1971,15.6,948.4623,3906490.0
15128,Norway,NOR,1972,15.0,1068.0202,3934529.0
15129,Norway,NOR,1973,14.3,1147.8994,3961021.0
15130,Norway,NOR,1974,13.6,1184.7628,3985401.0
15131,Norway,NOR,1975,12.9,1312.8012,4007312.0
15132,Norway,NOR,1976,12.2,1397.1974,4026586.0
15133,Norway,NOR,1977,11.5,1499.7419,4043440.0
15134,Norway,NOR,1978,10.9,1699.6421,4058407.0
15135,Norway,NOR,1979,10.4,1651.6198,4072258.0
15136,Norway,NOR,1980,10.1,1737.859,4085621.0
15137,Norway,NOR,1981,9.9,1782.7722,4098699.0
15138,Norway,NOR,1982,9.9,1833.8316,4111566.0
15139,Norway,NOR,1983,10.0,1947.5575,4124588.0
15140,Norway,NOR,1984,10.1,1938.0624,4138150.0
15141,Norway,NOR,1985,10.2,2025.9757,4152560.0
15142,Norway,NOR,1986,10.2,2075.2096,4168003.0
15143,Norway,NOR,1987,10.1,2140.5139,4184566.0
15144,Norway,NOR,1988,9.8,2119.0708,4202325.0
15145,Norway,NOR,1989,9.3,2112.6695,4221299.0
15146,Norway,NOR,1990,8.7,2519.8144,4241485.0
15147,Norway,NOR,1991,7.9,2660.3272,4262932.0
15148,Norway,NOR,1992,7.2,2737.9341,4285620.0
15149,Norway,NOR,1993,6.6,2761.3593,4309369.0
15150,Norway,NOR,1994,6.1,2800.1692,4333931.0
15151,Norway,NOR,1995,5.7,2863.3941,4359096.0
15152,Norway,NOR,1996,5.4,3034.7886,4385139.0
15153,Norway,NOR,1997,5.2,3426.2475,4412092.0
15154,Norway,NOR,1998,5.1,3639.4707,4439248.0
15155,Norway,NOR,1999,5.0,3826.0384,4465664.0
15156,Norway,NOR,2000,4.9,4003.9711,4490859.0
15157,Norway,NOR,2001,4.7,4139.3039,4513953.0
15158,Norway,NOR,2002,4.5,4504.0563,4535599.0
15159,Norway,NOR,2003,4.4,4633.588,4558660.0
15160,Norway,NOR,2004,4.2,4734.1539,4587046.0
15161,Norway,NOR,2005,4.0,4822.7491,4623298.0
15162,Norway,NOR,2006,3.9,4846.3557,4668802.0
15163,Norway,NOR,2007,3.7,4965.1445,4722016.0
15164,Norway,NOR,2008,3.5,5149.5973,4778959.0
15165,Norway,NOR,2009,3.4,5254.0755,4834002.0
15166,Norway,NOR,2010,3.2,5240.4165,4883111.0
15167,Norway,NOR,2011,3.1,5387.9816,4924848.0
15168,Norway,NOR,2012,3.0,5499.0862,4960482.0
15169,Norway,NOR,2013,2.9,5557.2025,4991997.0
16182,Poland,POL,1990,17.3,427.8173,38056174.0
16183,Poland,POL,1991,16.9,438.6615,38160714.0
16184,Poland,POL,1992,16.5,469.5296,38247716.0
16185,Poland,POL,1993,16.0,495.4858,38316289.0
16186,Poland,POL,1994,15.3,508.6694,38364540.0
16187,Poland,POL,1995,14.4,534.474,38391778.0
16188,Poland,POL,1996,13.3,603.1162,38398942.0
16189,Poland,POL,1997,12.0,625.1421,38389116.0
16190,Poland,POL,1998,10.8,643.9559,38366420.0
16191,Poland,POL,1999,9.9,732.2129,38336047.0
16192,Poland,POL,2000,9.3,749.8991,38302444.0
16193,Poland,POL,2001,8.8,814.007,38266810.0
16194,Poland,POL,2002,8.4,889.627,38230497.0
16195,Poland,POL,2003,8.1,904.2159,38198151.0
16196,Poland,POL,2004,7.8,942.0814,38175134.0
16197,Poland,POL,2005,7.6,965.1666,38165040.0
16198,Poland,POL,2006,7.3,1023.0938,38170330.0
16199,Poland,POL,2007,7.0,1107.0177,38189762.0
16200,Poland,POL,2008,6.7,1255.96,38218462.0
16201,Poland,POL,2009,6.3,1332.3118,38249228.0
16202,Poland,POL,2010,6.0,1340.7184,38276660.0
16203,Poland,POL,2011,5.6,1366.5163,38298949.0
16204,Poland,POL,2012,5.4,1380.6929,38317090.0
16205,Poland,POL,2013,5.2,1455.2589,38331803.0
16362,Portugal,PRT,1970,68.6,237.0312,8684237.0
16363,Portugal,PRT,1971,63.3,271.9299,8732165.0
16364,Portugal,PRT,1972,57.7,362.9296,8820645.0
16365,Portugal,PRT,1973,52.6,436.2657,8939024.0
16366,Portugal,PRT,1974,47.9,465.4141,9070905.0
16367,Portugal,PRT,1975,43.5,586.6569,9203339.0
16368,Portugal,PRT,1976,39.4,589.9406,9333952.0
16369,Portugal,PRT,1977,35.6,550.1092,9463583.0
16370,Portugal,PRT,1978,32.4,577.0041,9586166.0
16371,Portugal,PRT,1979,29.7,586.0709,9695175.0
16372,Portugal,PRT,1980,27.6,709.0758,9785924.0
16373,Portugal,PRT,1981,25.8,749.3987,9855958.0
16374,Portugal,PRT,1982,24.2,769.8922,9905701.0
16375,Portugal,PRT,1983,22.9,725.81,9937389.0
16376,Portugal,PRT,1984,21.6,727.9294,9955005.0
16377,Portugal,PRT,1985,20.4,809.3355,9962255.0
16378,Portugal,PRT,1986,19.3,930.6231,9958747.0
16379,Portugal,PRT,1987,18.2,962.9728,9945601.0
16380,Portugal,PRT,1988,17.0,1079.2977,9930001.0
16381,Portugal,PRT,1989,15.9,1060.3577,9921120.0
16382,Portugal,PRT,1990,14.7,1100.2537,9925477.0
16383,Portugal,PRT,1991,13.6,1260.1745,9946333.0
16384,Portugal,PRT,1992,12.5,1305.9827,9982069.0
16385,Portugal,PRT,1993,11.4,1332.6912,10028171.0
16386,Portugal,PRT,1994,10.5,1336.6224,10077548.0
16387,Portugal,PRT,1995,9.7,1555.9956,10124943.0
16388,Portugal,PRT,1996,9.1,1660.6355,10169044.0
16389,Portugal,PRT,1997,8.6,1717.3753,10211281.0
16390,Portugal,PRT,1998,8.2,1782.9635,10252334.0
16391,Portugal,PRT,1999,7.7,1901.5175,10293668.0
16392,Portugal,PRT,2000,7.2,2153.7887,10336209.0
16393,Portugal,PRT,2001,6.7,2187.8126,10379756.0
16394,Portugal,PRT,2002,6.1,2232.7837,10423256.0
16395,Portugal,PRT,2003,5.6,2292.0779,10465808.0
16396,Portugal,PRT,2004,5.1,2431.0609,10506253.0
16397,Portugal,PRT,2005,4.7,2481.444,10543663.0
16398,Portugal,PRT,2006,4.4,2436.1823,10577630.0
16399,Portugal,PRT,2007,4.2,2472.8037,10608036.0
16400,Portugal,PRT,2008,4.1,2552.405,10634612.0
16401,Portugal,PRT,2009,4.0,2613.2917,10657175.0
16402,Portugal,PRT,2010,3.9,2645.6631,10675572.0
16403,Portugal,PRT,2011,3.8,2524.7798,10689663.0
16404,Portugal,PRT,2012,3.7,2386.2305,10699333.0
16405,Portugal,PRT,2013,3.7,2306.5946,10704534.0
18123,Slovenia,SVN,1995,7.5,1302.0993,1966205.0
18124,Slovenia,SVN,1996,7.0,1382.4006,1971488.0
18125,Slovenia,SVN,1997,6.6,1476.5463,1975755.0
18126,Slovenia,SVN,1998,6.2,1537.2319,1979261.0
18127,Slovenia,SVN,1999,5.9,1615.3151,1982378.0
18128,Slovenia,SVN,2000,5.5,1775.6261,1985406.0
18129,Slovenia,SVN,2001,5.3,1891.9529,1988385.0
18130,Slovenia,SVN,2002,5.0,1864.5666,1991319.0
18131,Slovenia,SVN,2003,4.7,1936.9238,1994426.0
18132,Slovenia,SVN,2004,4.5,1981.1986,1997959.0
18133,Slovenia,SVN,2005,4.3,2066.8623,2002084.0
18134,Slovenia,SVN,2006,4.0,2132.2841,2006903.0
18135,Slovenia,SVN,2007,3.8,2178.1724,2012345.0
18136,Slovenia,SVN,2008,3.6,2352.881,2018172.0
18137,Slovenia,SVN,2009,3.4,2345.0101,2024040.0
18138,Slovenia,SVN,2010,3.2,2363.6692,2029680.0
18139,Slovenia,SVN,2011,3.0,2368.1191,2035012.0
18140,Slovenia,SVN,2012,2.9,2350.1776,2040057.0
18141,Slovenia,SVN,2013,2.7,2329.7555,2044766.0
18782,Spain,ESP,1970,24.2,448.6712,33791761.0
18783,Spain,ESP,1971,22.1,529.0742,34165661.0
18784,Spain,ESP,1972,20.5,598.3453,34553119.0
18785,Spain,ESP,1973,19.5,625.202,34949102.0
18786,Spain,ESP,1974,19.2,712.0427,35346395.0
18787,Spain,ESP,1975,19.4,737.2338,35738587.0
18788,Spain,ESP,1976,19.6,838.3206,36124485.0
18789,Spain,ESP,1977,19.0,897.2817,36501995.0
18790,Spain,ESP,1978,17.7,904.8541,36862658.0
18791,Spain,ESP,1979,16.3,887.8727,37196233.0
18792,Spain,ESP,1980,14.9,913.767,37495321.0
18793,Spain,ESP,1981,13.7,930.2032,37757496.0
18794,Spain,ESP,1982,12.9,953.6557,37984198.0
18795,Spain,ESP,1983,12.2,994.0806,38177151.0
18796,Spain,ESP,1984,11.7,972.3343,38339878.0
18797,Spain,ESP,1985,11.2,969.0119,38476148.0
18798,Spain,ESP,1986,10.7,989.7395,38586351.0
18799,Spain,ESP,1987,10.3,1056.5485,38673057.0
18800,Spain,ESP,1988,9.9,1232.2096,38745231.0
18801,Spain,ESP,1989,9.5,1317.4873,38814280.0
18802,Spain,ESP,1990,9.2,1444.19,38889158.0
18803,Spain,ESP,1991,8.8,1522.8289,38979222.0
18804,Spain,ESP,1992,8.4,1623.3291,39086335.0
18805,Spain,ESP,1993,7.9,1674.5823,39203352.0
18806,Spain,ESP,1994,7.4,1691.7669,39318577.0
18807,Spain,ESP,1995,6.9,1773.4063,39426834.0
18808,Spain,ESP,1996,6.4,1822.1491,39519508.0
18809,Spain,ESP,1997,6.1,1853.2472,39608652.0
18810,Spain,ESP,1998,5.8,1916.3749,39734033.0
18811,Spain,ESP,1999,5.6,1993.7851,39948910.0
