,Entity,Code,Year,"Child mortality rate (per 1,000 live births) ",$ Spent per Citizen,Total Population
19680,Switzerland,CHE,1982,9.7,2557.1418,6341096
19681,Switzerland,CHE,1983,9.4,2699.0504,6376512
19682,Switzerland,CHE,1984,9.2,2677.8657,6415987
19683,Switzerland,CHE,1985,9,2765.2105,6455375
19684,Switzerland,CHE,1986,8.9,2871.506,6493102
19685,Switzerland,CHE,1987,8.8,2981.6448,6530777
19686,Switzerland,CHE,1988,8.6,3076.9371,6571061
19687,Switzerland,CHE,1989,8.4,3194.6702,6617925
19688,Switzerland,CHE,1990,8.2,3251.551,6673738
19689,Switzerland,CHE,1991,7.9,3442.2275,6740104
19690,Switzerland,CHE,1992,7.5,3561.0551,6814701
19691,Switzerland,CHE,1993,7.1,3556.6773,6891266
19692,Switzerland,CHE,1994,6.7,3604.8755,6961228
19693,Switzerland,CHE,1995,6.4,3752.1866,7018702
19694,Switzerland,CHE,1996,6.1,3906.0381,7060963
19695,Switzerland,CHE,1997,6,3982.1448,7090483
19696,Switzerland,CHE,1998,5.8,4142.3256,7112948
19697,Switzerland,CHE,1999,5.7,4248.5318,7136740
19698,Switzerland,CHE,2000,5.6,4344.558,7167908
19699,Switzerland,CHE,2001,5.5,4545.3768,7207987
19700,Switzerland,CHE,2002,5.4,4706.3575,7254975
19701,Switzerland,CHE,2003,5.3,4811.0269,7307078
19702,Switzerland,CHE,2004,5.2,4928.0873,7361231
19703,Switzerland,CHE,2005,5.1,4964.2494,7415007
19704,Switzerland,CHE,2006,4.9,4906.6836,7468350
19705,Switzerland,CHE,2007,4.8,4975.4899,7521613
19706,Switzerland,CHE,2008,4.7,5100.4791,7573204
19707,Switzerland,CHE,2009,4.6,5236.1522,7621211
19708,Switzerland,CHE,2010,4.6,5371.4504,7664318
19709,Switzerland,CHE,2011,4.5,5485.8134,7701690
19710,Switzerland,CHE,2012,4.4,5687.2677,7733709
19711,Switzerland,CHE,2013,4.4,5818.7818,7761820
20729,Turkey,TUR,1975,157.7,165.0731,39585821
20730,Turkey,TUR,1976,151.6,140.9377,40446729
20731,Turkey,TUR,1977,145.5,167.3497,41316297
20732,Turkey,TUR,1978,139.4,185.7754,42206204
20733,Turkey,TUR,1979,133.4,185.7688,43132612
20734,Turkey,TUR,1980,127.4,182.3208,44105216
20735,Turkey,TUR,1981,121.4,203.7051,45130008
20736,Turkey,TUR,1982,115.4,171.7645,46198027
20737,Turkey,TUR,1983,109.5,179.843,47285732
20738,Turkey,TUR,1984,103.8,180.2676,48360679
20739,Turkey,TUR,1985,98.4,129.4716,49399630
20740,Turkey,TUR,1986,93,167.0179,50393538
20741,Turkey,TUR,1987,87.9,184.8806,51349154
20742,Turkey,TUR,1988,83.1,201.9671,52278499
20743,Turkey,TUR,1989,78.4,216.9416,53200802
20744,Turkey,TUR,1990,74,249.5391,54130268
20745,Turkey,TUR,1991,69.8,280.5111,55068880
20746,Turkey,TUR,1992,65.8,287.4862,56012109
20747,Turkey,TUR,1993,62,298.9687,56959988
20748,Turkey,TUR,1994,58.3,270.0727,57911273
20749,Turkey,TUR,1995,54.8,265.1805,58864649
20750,Turkey,TUR,1996,51.4,322.5513,59821978
20751,Turkey,TUR,1997,48.1,367.7261,60783217
20752,Turkey,TUR,1998,45,427.0581,61742674
20753,Turkey,TUR,1999,42,516.4664,62692616
20754,Turkey,TUR,2000,39.2,575.1512,63627862
20755,Turkey,TUR,2001,36.6,582.2162,64544914
20756,Turkey,TUR,2002,34.1,634.4325,65446165
20757,Turkey,TUR,2003,31.7,656.849,66339433
20758,Turkey,TUR,2004,29.5,697.9255,67235927
20759,Turkey,TUR,2005,27.5,748.9754,68143186
20760,Turkey,TUR,2006,25.6,832.1519,69063538
20761,Turkey,TUR,2007,23.8,878.5876,69992754
20762,Turkey,TUR,2008,22.1,871.6667,70923730
20763,Turkey,TUR,2009,20.6,862.9134,71846212
20764,Turkey,TUR,2010,19.2,852.6704,72752325
20765,Turkey,TUR,2011,17.9,862.9516,73639596
20766,Turkey,TUR,2012,16.6,856.9456,74508771
20767,Turkey,TUR,2013,15.5,903.5676,75359032
21357,United Kingdom,GBR,1970,21,656.0517,55645390
21358,United Kingdom,GBR,1971,20.6,684.045,55819499
21359,United Kingdom,GBR,1972,20,723.019,55964697
21360,United Kingdom,GBR,1973,19.4,755.9272,56081455
21361,United Kingdom,GBR,1974,18.7,851.4209,56170690
21362,United Kingdom,GBR,1975,18,889.9373,56234250
21363,United Kingdom,GBR,1976,17.2,920.0744,56273041
21364,United Kingdom,GBR,1977,16.5,924.6097,56290629
21365,United Kingdom,GBR,1978,15.7,953.2253,56295032
21366,United Kingdom,GBR,1979,14.9,975.3974,56296406
21367,United Kingdom,GBR,1980,14.1,1018.0133,56303011
21368,United Kingdom,GBR,1981,13.4,1053.2004,56317534
21369,United Kingdom,GBR,1982,12.7,1042.4711,56341308
21370,United Kingdom,GBR,1983,12.2,1128.0444,56379327
21371,United Kingdom,GBR,1984,11.7,1133.5529,56436762
21372,United Kingdom,GBR,1985,11.4,1155.5843,56516908
21373,United Kingdom,GBR,1986,11.1,1185.9615,56622956
21374,United Kingdom,GBR,1987,10.8,1262.1952,56753658
21375,United Kingdom,GBR,1988,10.4,1310.9193,56902081
21376,United Kingdom,GBR,1989,9.9,1326.9804,57058173
21377,United Kingdom,GBR,1990,9.3,1344.0919,57214474
21378,United Kingdom,GBR,1991,8.7,1426.0631,57369629
21379,United Kingdom,GBR,1992,8.2,1545.4584,57525459
21380,United Kingdom,GBR,1993,7.7,1600.5217,57681639
21381,United Kingdom,GBR,1994,7.4,1681.6816,57838596
21382,United Kingdom,GBR,1995,7.2,1709.2018,57997210
21383,United Kingdom,GBR,1996,7,1745.8191,58156871
21384,United Kingdom,GBR,1997,6.9,1748.6616,58318771
21385,United Kingdom,GBR,1998,6.8,1837.6474,58488026
21386,United Kingdom,GBR,1999,6.7,1965.5434,58671413
21387,United Kingdom,GBR,2000,6.5,2044.202,58874117
21388,United Kingdom,GBR,2001,6.4,2204.104,59097129
21389,United Kingdom,GBR,2002,6.3,2335.376,59339971
21390,United Kingdom,GBR,2003,6.3,2487.615,59604347
21391,United Kingdom,GBR,2004,6.2,2606.135,59891788
21392,United Kingdom,GBR,2005,6,2712.273,60202727
21393,United Kingdom,GBR,2006,5.9,2812.727,60538143
21394,United Kingdom,GBR,2007,5.8,2894.783,60896101
21395,United Kingdom,GBR,2008,5.6,2945.846,61270318
21396,United Kingdom,GBR,2009,5.4,3085.415,61652315
21397,United Kingdom,GBR,2010,5.2,3036.12,62035570
21398,United Kingdom,GBR,2011,5,3063.044,62417431
21399,United Kingdom,GBR,2012,4.8,3099.058,62798099
21400,United Kingdom,GBR,2013,4.6,3673.108,63177406
21557,United States,USA,1970,23.3,1452.5874,209463865
21558,United States,USA,1971,22.4,1513.5113,211355529
21559,United States,USA,1972,21.5,1609.232,213250350
21560,United States,USA,1973,20.6,1688.367,215164616
21561,United States,USA,1974,19.7,1746.0535,217113584
21562,United States,USA,1975,18.8,1809.8533,219108358
21563,United States,USA,1976,17.9,1954.6698,221161377
21564,United States,USA,1977,17.1,2092.2439,223274855
21565,United States,USA,1978,16.3,2177.4709,225436004
21566,United States,USA,1979,15.6,2260.2595,227624232
21567,United States,USA,1980,15,2363.7486,229825004
21568,United States,USA,1981,14.4,2485.7482,232035086
21569,United States,USA,1982,13.9,2611.8782,234261242
21570,United States,USA,1983,13.4,2743.7236,236510688
21571,United States,USA,1984,13,2902.8663,238794274
21572,United States,USA,1985,12.7,3068.3808,241119752
21573,United States,USA,1986,12.4,3202.9039,243495805
21574,United States,USA,1987,12.1,3364.5363,245920994
21575,United States,USA,1988,11.9,3610.2574,248381577
21576,United States,USA,1989,11.6,3835.6971,250857751
21577,United States,USA,1990,11.2,4093.4464,253339097
21578,United States,USA,1991,10.9,4277.884,255807342
21579,United States,USA,1992,10.5,4466.39,258275919
21580,United States,USA,1993,10.1,4623.3645,260803255
21581,United States,USA,1994,9.8,4721.7997,263468980
21582,United States,USA,1995,9.5,4835.5526,266323717
21583,United States,USA,1996,9.2,4945.7865,269393632
21584,United States,USA,1997,8.9,5068.7317,272643340
21585,United States,USA,1998,8.7,5243.21,275986072
21586,United States,USA,1999,8.6,5425.5428,279300030
21587,United States,USA,2000,8.4,5635.34,282496310
21588,United States,USA,2001,8.3,5934.7847,285544778
21589,United States,USA,2002,8.2,6341.6322,288467308
21590,United States,USA,2003,8.1,6695.7248,291290823
21591,United States,USA,2004,8.1,6924.3707,294063120
21592,United States,USA,2005,8,7092.7348,296820296
21593,United States,USA,2006,7.9,7269.6777,299564470
21594,United States,USA,2007,7.7,7449.0334,302284564
21595,United States,USA,2008,7.6,7561.5873,304989064
21596,United States,USA,2009,7.5,7778.6191,307686729
21597,United States,USA,2010,7.3,7929.372,310383948
21598,United States,USA,2011,7.2,8005.7887,313085380
21599,United States,USA,2012,7.1,8103.3367,315791284
21600,United States,USA,2013,7,8157.4229,318497630
